nama_destinasi,username,komentar,rating,tanggal
Ramayana Ballet Prambanan,BD,"Keren, wajib nonton versi outdoornya","5,0
/5",19 Aug 2022
Ramayana Ballet Prambanan,Bayu Pamungkas,"It was so good. To bad that night rain wont stop, so the venue ekchange from outdoor into indoor. But it was SO GOOD!","5,0
/5",14 Aug 2022
Ramayana Ballet Prambanan,GG,Pertunjukannya baguss,"5,0
/5",6 Aug 2022
Ramayana Ballet Prambanan,Ien Tirto Buwono The,tontonan yang menarik,"5,0
/5",21 Jul 2022
Ramayana Ballet Prambanan,Dwiky Widityo,"Pemandangannya bagus, pertunjukannya keren","5,0
/5",20 Jul 2022
Ramayana Ballet Prambanan,Dwiky Widityo,"Pertunjukannya bagus, pemandangannya bagus","5,0
/5",20 Jul 2022
Ramayana Ballet Prambanan,TN,sumpah ini pertunjukan keren banget huhuhu akhirnya kesampaian juga nnton sendratari ramayana prambanan,"5,0
/5",13 Jul 2022
Ramayana Ballet Prambanan,HA,Pertunjukan bagus dan menarik,"5,0
/5",5 Jul 2022
Ramayana Ballet Prambanan,Suhita Pitaloka,Funtastic. Teater musikal yg mengangumkan.. dengan kesederhanaan tempat dan pencahayaan panggung tidak mengurangi suasana acara. Anak saya yg terkecil pun menyukai tarian2 dan menyimak jalan cerita sa...,"5,0
/5",28 Jun 2022
Ramayana Ballet Prambanan,Maria Sofjan Teguh,bagus cerita dan lighting nya,"5,0
/5",30 May 2022
Ramayana Ballet Prambanan,Tiffani Olivia Luthfi,"Keren sih ceritanya dan kostumnya eye catching bgt...rugi deh kalo blm pernah nonton. Amazing bgt liat para penarinya, benar benar memukau bagi saya yg senang dg berbagai kebudayaan.","5,0
/5",24 May 2022
Ramayana Ballet Prambanan,MD,Ga bakalan nyesel pengen liat lagi,"5,0
/5",10 May 2022
Ramayana Ballet Prambanan,Sylvia Laurent,Tarian cerita Rama dan Sita dengan intisari kesetian Sita sangat epic,"5,0
/5",1 May 2022
Ramayana Ballet Prambanan,Evi Evi,"Penampilan bagus, background ok","5,0
/5",9 Apr 2022
Ramayana Ballet Prambanan,YA,seperti biasa..memukau,"5,0
/5",21 Mar 2022
Ramayana Ballet Prambanan,AF,"Kereeen banget, kalau liburan jogja pasti kesini lagi","5,0
/5",18 Jan 2022
Ramayana Ballet Prambanan,Muhammad ghozwan Dzakiy,Keren bagus polllllll,"5,0
/5",10 Dec 2021
Ramayana Ballet Prambanan,IP,mantaaaaappppppppppp,"5,0
/5",15 Nov 2021
Ramayana Ballet Prambanan,Perdana J L,Pertunjukan yang menarik untuk disaksikan,"4,0
/5",8 Apr 2025
Ramayana Ballet Prambanan,Nirma Sari Sitaba,"Luar biasa penampilannya, puas nontonnya next akan kembali lagi","4,0
/5",19 Jan 2025
Ramayana Ballet Prambanan,Yoseph Wicaksono,Pertunjukan bagus namun sayang ruangan agak panas. Namun petugas kurang tegas untuk perbedaan kursi kelas penonton. Ada penonton yang duduk tidak sesuai kelas tiket yang dibeli.,"4,0
/5",16 Dec 2024
Ramayana Ballet Prambanan,ST,Lumayan jadi tahu cerita ramayana,"4,0
/5",30 Nov 2024
Ramayana Ballet Prambanan,AS,Pertama kali nonton Penari nya ada yg lucuu,"4,0
/5",29 Nov 2024
Ramayana Ballet Prambanan,AP,"Seru bngttt,keren!!!!! Mau lagiii","4,0
/5",16 Oct 2024
Ramayana Ballet Prambanan,RF,Udiaisjsjsjdjdizjsjsksksks,"4,0
/5",3 Sep 2024
Ramayana Ballet Prambanan,Wahyu Kurniawan,Sedikit chaos karena yang sudah beli online dan dapat qr code tetap harus mencetak tiket dan antre panjang. Karena tidak ada pemberitahuan saat pembelian online,"4,0
/5",10 Aug 2024
Ramayana Ballet Prambanan,MT,A magical experience,"4,0
/5",31 Jul 2024
Ramayana Ballet Prambanan,Adinda Pratiwi,Terbaik acaranya lama dan tidak bosan,"4,0
/5",29 Jul 2024
Ramayana Ballet Prambanan,BS,"Sangat menarik dan mempesona, terpukau di buatnya","4,0
/5",15 Jun 2024
Ramayana Ballet Prambanan,Indah Sulistiyowati,Kurang lama! Harusnya dibuat durasi 3 jam karena sangat seru,"4,0
/5",31 May 2024
Ramayana Ballet Prambanan,MB,"profesional, ramah keluarga dan rekan, menakhubkan.","4,0
/5",26 May 2024
Ramayana Ballet Prambanan,Kerstin Wodhams,"We opted for VIP tickets. They have very comfortable seats and a half time (actually 3/4 time) drink and snack. The snack didn't look to be vegan friendly. You can see the top of Prambanan, illuminate...","4,0
/5",14 May 2024
Ramayana Ballet Prambanan,Firda Fahlefi,Bagusss mau nonton lg,"4,0
/5",13 May 2024
Ramayana Ballet Prambanan,JS,"Overall bagus, tpi lebih menunggu ketika mereka bersuara saat tampil. Cuman beberapa yg bersuara kaya saat rahwana muncul gitu. Ada translatenya di layar panggung. Kebetulan shownya in door. Kecewa sa...","4,0
/5",2 Jan 2024
Ramayana Ballet Prambanan,TA,"Bagus , seni kebudayaan nya juga sangat detail gerakan tarinya","4,0
/5",5 Dec 2023
Ramayana Ballet Prambanan,Stefani Ajeng Angreni Lebdo Putri,"Seru sih,keren banget. LOnya ramah dan helpfull mengarahkan ke seat dengan ramah sopan dan baik. Sayang sound system kurang oke sehingga mengurangi kemagisan penampilan sendratari. Mendem gitu lho sua...","4,0
/5",1 Oct 2023
Ramayana Ballet Prambanan,NH,"Bagus, mantap, suka jalan ceritanya","4,0
/5",16 Sep 2023
Ramayana Ballet Prambanan,Glori Elisabeth,Bagus untuk tariannya.,"4,0
/5",12 Sep 2023
Ramayana Ballet Prambanan,Dian Marlaini Saputri Batubara,"Agak membosankan, tapi lumayan menarik untuk sebuah atraksi unik.","4,0
/5",22 Jun 2023
Ramayana Ballet Prambanan,Hemasayu Nirmala Putri,"Kalau sudah booking prosesnya cepet aja tinggal scan terus masuk. Free minuman, boleh pilih teh, kopi, atau air mineral. Ada jajanan juga kalau mau camilan. Harga jajanan juga masih masuk akal, tidak ...","4,0
/5",20 May 2023
Ramayana Ballet Prambanan,Hardy Johanes Bharata,Sedikit kecewa karena habis hujan yg menyebabkan ntnnya harus indoor padahal kalau ntnnya outdoor sangat bagus. Performance dari pemainnya keren,"4,0
/5",22 Nov 2022
Ramayana Ballet Prambanan,Indra Hidayat Sani,"Keren sendratari nya, anak dan istri saya pada suka","4,0
/5",17 Sep 2022
Ramayana Ballet Prambanan,Ien Tirto Buwono The,pengalaman menonton yang menarik,"4,0
/5",21 Jul 2022
Ramayana Ballet Prambanan,EK,"It was good. It would be good if there's tv near the seating to show the translation of the show. it's too far and couldn't see anything, and the transition was fast. For everyone, just expect that th...","4,0
/5",14 Jul 2022
Ramayana Ballet Prambanan,Rizka Faradilla Zulfiana,Ga bisa pilih seat aja sih. Tp kalo ceritanya yg indoor bagus juga,"4,0
/5",10 May 2022
Ramayana Ballet Prambanan,JK,"Sendratari nya bagus tapi sayang manajemen nya berantakan, saat tukar tiket hanya ada satu line bercampur dr yg beli online, via chat dan on the spot sehingga antri lama, setelah banyak yg komplain da...","3,0
/5",5 Jan 2025
Ramayana Ballet Prambanan,Galih Prasetyo,Butifulfhdhdjdudddbdbd,"3,0
/5",11 Feb 2023
Ramayana Ballet Prambanan,Amando Hamonangan Saragih,perlu upgrade cerita biar menarik,"3,0
/5",1 Dec 2022
Ramayana Ballet Prambanan,AS,bagusssss tapi cerita tidak bisa dimengerti,"3,0
/5",29 Nov 2022
Ramayana Ballet Prambanan,EE,Sayangnya hujan jd pindah ditrimurti. Disingkat jg ceritanya jadinya,"3,0
/5",5 Jun 2022
Ramayana Ballet Prambanan,SK,"Terpaksa indoor krn hujan, kurang optimal kalo pememtasan dlm gedunh","2,0
/5",19 Jun 2022
Ramayana Ballet Prambanan,RA,"Saya pesan untuk outdoor tapi karna hujan pertujukan di pindahkan ke indoor, kapasitas indoor nya tidak sesuai dengan banyaknya orang yg menonton pada saat itu Dan saya berdiri sampai setengah acara l...","1,0
/5",20 Sep 2024
Legenda Roro Jonggrang Prambanan,DS,"Show : indoor jadi cocok utk cuaca musim hujan, dalam 2 bahasa (indo dan inggris), pemain menjiwai, bagus Harga : sedikit mahal, harga sama dg di PL Tips : datang minimal 30 menit lebih awal karena me...","5,0
/5",4 Jan 2025
Legenda Roro Jonggrang Prambanan,Addina Kamala,"Kerennn, penampilan yang sangat memuaskan.","5,0
/5",3 Jan 2025
Legenda Roro Jonggrang Prambanan,Meida Simatupang,"Wajib banget sih nonton pertunjukan ini. Mengedukasi dan menarik untuk ditonton. Saking serunya, satu jam berasa 15 Menit","5,0
/5",31 Dec 2024
Legenda Roro Jonggrang Prambanan,Amelia Rosa,Alur ceritanya menarik dan shownya sangat bagus.,"5,0
/5",30 Dec 2024
Legenda Roro Jonggrang Prambanan,AP,"Gudbngt pokoknha deh, cobain aja lngsung","5,0
/5",17 Dec 2024
Legenda Roro Jonggrang Prambanan,Diah Ramadhani,Luar biasa seruuu... wajib ksni klu ke Jogja,"5,0
/5",15 Dec 2024
Legenda Roro Jonggrang Prambanan,Endah Prameswari Kusumawardhani,keren banget meski aku ngga bisa nonton,"5,0
/5",8 Nov 2024
Legenda Roro Jonggrang Prambanan,Endah Prameswari Kusumawardhani,sama aja aku biang keren pastinya meski aku ngga bisa nonton,"5,0
/5",8 Nov 2024
Legenda Roro Jonggrang Prambanan,MN,"Keren, rekomendasi nonton yg lain nya juga","5,0
/5",22 Oct 2024
Legenda Roro Jonggrang Prambanan,Dimas Hanson,"Pertunjukan yang bagus, saya suka","5,0
/5",1 Oct 2024
Legenda Roro Jonggrang Prambanan,Arfan Rahman,"Pertunjukan yang memukau, ceritanya tersampaikan dengan baik ditambah dengan efek grafis sebagai pendukung jalannya cerita menambah kemudahan bagi penonton untuk memahami jalur cerita.","5,0
/5",20 Sep 2024
Legenda Roro Jonggrang Prambanan,FK,Penampilannya bagus dan ada komedinya jd seru,"5,0
/5",30 Aug 2024
Legenda Roro Jonggrang Prambanan,TS,Mantab wajib nonton,"5,0
/5",28 Aug 2024
Legenda Roro Jonggrang Prambanan,Julie Kathleen Holmes,"This is a short (45min) show in the small indoor theatre at Prambanan, so no view of the candi but because of the background screen there's written explanation of the story and plot throughout. The sh...","5,0
/5",9 Aug 2024
Legenda Roro Jonggrang Prambanan,Diana Idola Hotmarito,Sangat oke dan ingin kembali lagi,"5,0
/5",7 Aug 2024
Legenda Roro Jonggrang Prambanan,Audrey Malica Putri,Bagus bgt teruss ceritanyaa menarikkkkk poll,"5,0
/5",26 Jul 2024
Legenda Roro Jonggrang Prambanan,EP,"Baguss, wajib nonton ini kalau me jogja","5,0
/5",10 Jul 2024
Legenda Roro Jonggrang Prambanan,LP,"Bagus dan menarik! Pertunjukannya disajikan dalam sentuhan tradisional dan modern. Cerita dikemas secara lugas dalam durasi pertunjukan selama 1 jam, sehingga cocok juga untuk ditonton oleh anak-anak....","5,0
/5",10 Jul 2024
Legenda Roro Jonggrang Prambanan,Adhwa Maulidya,Pengalaman yg seru untuk pertunjukan roro jongrang semoga seni budaya indonesia tetap terjaga semangat untuk para seniman indonesia,"5,0
/5",3 Jul 2024
Legenda Roro Jonggrang Prambanan,EP,"Pertama kali nonton sendratari di Prambanan, bagus banget, sangat berkesan","5,0
/5",26 Jun 2024
Legenda Roro Jonggrang Prambanan,NS,"Sendratari yang disajikan bagus, cantik dan ada humornya juga. Best moment deh pokoknya. Keren👍🏻","5,0
/5",9 Jun 2024
Legenda Roro Jonggrang Prambanan,Nadaa Nadaa,Bagus bgt!! Suka kalau sudah budaya kaitannya,"5,0
/5",4 Jun 2024
Legenda Roro Jonggrang Prambanan,Ayu Jembar Sari,"Keren banget sih, such a good experience, definitely will come back","5,0
/5",28 May 2024
Legenda Roro Jonggrang Prambanan,Steven Arianto,"wajib banget nyobain nonton sendratari ramayana atau roro jonggrang ini kalau ke Candi Prambanan, Yogyakarta. gak akan nyesel dehh pokoknyaa","5,0
/5",28 May 2024
Legenda Roro Jonggrang Prambanan,AR,"kereen, bagus, nyaman","5,0
/5",6 Jan 2024
Legenda Roro Jonggrang Prambanan,WL,Sendratari melestarikan budaya,"5,0
/5",4 Jan 2024
Legenda Roro Jonggrang Prambanan,Wulan Dwi Lestari,Wisata budaya selalu menyenangkan,"5,0
/5",4 Jan 2024
Legenda Roro Jonggrang Prambanan,Satrio Putranto,"Sebagai pecinta seni , Sangat menarik sekali bisa mendapatkan kesempatan menonton Senin sendratari Langsung.. sangat menjunjung tinggi nilai budaya dan sejarah, bukan hanya orang Indonesia tp jg ada o...","5,0
/5",3 Jan 2024
Legenda Roro Jonggrang Prambanan,AW,Best next akan coba yang lain,"5,0
/5",26 Dec 2023
Legenda Roro Jonggrang Prambanan,Azyumar Luthfi Muhammad Alfariz,Bagus banget. Mewah gitu kesannya walaupun sebentar 🥹,"5,0
/5",27 Nov 2023
Legenda Roro Jonggrang Prambanan,Muthi Selmia,bagusss bgt seru bener bener selama pementasan ga ngerasa bosen sampe waltunya abis ada bocilbocilnya ngasi hawa komedi lucuuu bgt seru sgt rekomen,"5,0
/5",18 Aug 2023
Legenda Roro Jonggrang Prambanan,SANUSI EMILUDIN,"Keren banget, penampilan sendra tari nya bagus, ada lucu nya juga, kereen banget pokoknya, recommended","5,0
/5",5 Aug 2023
Legenda Roro Jonggrang Prambanan,Adelia Tri,pengalaman yg menarik,"5,0
/5",14 Jul 2023
Legenda Roro Jonggrang Prambanan,Felana Tambunan,"Ga nyesallll!! Keren luar biasa!!!! Lengkap, bersih dan nyaman!! Tempat LUAR BIASA!!","5,0
/5",4 Jul 2023
Legenda Roro Jonggrang Prambanan,Felana Tambunan,"Wah, pengalaman yang tak terlupakan selama di Jogja. Meski kami mengalami adanya gempa Tektonik, thanks God everythings fine. Theater nya indah baik dalam maupun luarnya. Pengunjung disambut dengan or...","5,0
/5",4 Jul 2023
Legenda Roro Jonggrang Prambanan,RA,"KEREN banget pertunjukan mya, semua karakter di mainkan sangat menjiwai","5,0
/5",20 Jun 2023
Legenda Roro Jonggrang Prambanan,NY,A great show for spend a night for 1 hour.,"5,0
/5",9 Jun 2023
Legenda Roro Jonggrang Prambanan,Yunita Widyarini,Kerennnnnnnnnnnnnnnnnnnnnnb,"5,0
/5",23 May 2023
Legenda Roro Jonggrang Prambanan,Yunita Widyarini,Keren parah hebattttt seruuuu,"5,0
/5",23 May 2023
Legenda Roro Jonggrang Prambanan,Sandry Dwiliani Fitry,Puas banget sama pentasnya,"5,0
/5",11 May 2023
Legenda Roro Jonggrang Prambanan,Nabilah Aulia Putri,"Seru banget! Gak nyesal nonton ini, juga dapat diskon to Do!!! Great Job","5,0
/5",11 Mar 2023
Legenda Roro Jonggrang Prambanan,Rifki Santosa,Acaranya Seru..menghibur dan melestarikan budaya bangsa Indonesia,"5,0
/5",21 Feb 2023
Legenda Roro Jonggrang Prambanan,santi dian puspita sari,"Menarik,wajib tuk nonton sendratari kalo ke Prambanan. 👍","5,0
/5",11 Feb 2023
Legenda Roro Jonggrang Prambanan,gilang ramadan,Cerita nya masih kurang masuk bro,"5,0
/5",2 Jan 2023
Legenda Roro Jonggrang Prambanan,Salma Azizah Nurdin,keren bangeeetttttttt,"5,0
/5",4 Jul 2022
Legenda Roro Jonggrang Prambanan,Ika Setya Wijayanti,"Menghibur sekali. Ada cerita Legenda yg diangkat, dan cerita nya mengedukasi. Terima kasih","5,0
/5",1 Jul 2022
Legenda Roro Jonggrang Prambanan,Vernia Nur Hadytia,Menghibur dan memberikan wawasan,"5,0
/5",15 May 2022
Legenda Roro Jonggrang Prambanan,Eka Listiyani,Bagusss bgt ini emang totonan mahal sih,"5,0
/5",28 Mar 2022
Legenda Roro Jonggrang Prambanan,MS,"sukakkk, terimakasih banyak tapi kurang lama hehehe.","5,0
/5",26 Mar 2022
Legenda Roro Jonggrang Prambanan,Abra Nirmalasari,"Pertunjukan kontemporer, bagus","5,0
/5",4 Feb 2022
Legenda Roro Jonggrang Prambanan,RK,Seru bangett! Worth every rupiahs,"5,0
/5",1 Jan 2022
Legenda Roro Jonggrang Prambanan,Swasti Aswagati,Fantastic and my girls loveeee it so much,"5,0
/5",3 Dec 2021
Legenda Roro Jonggrang Prambanan,KW,"bagus sih, tp mestinya kalo udah beli online ga perlu nukerin tiket offline di loket lg sih","4,0
/5",9 May 2024
Legenda Roro Jonggrang Prambanan,Luthfiana Nurjanah,"Seruuu gaiss, wajib dicoba si","4,0
/5",8 May 2024
Legenda Roro Jonggrang Prambanan,Dita Vania Larasati,"Acara Sendratari Roro Jonggrang bagus, lumayan canggih ada visual effectnya dgn layar video. Tarian-tariannya kombinasi tari tradisional dan modern, musiknya tidak live tapi dimainkan dari rekaman. Ut...","4,0
/5",9 Jan 2024
Legenda Roro Jonggrang Prambanan,Eko Sopiyan,"Kereeen bgttttt, pokoknya ga menyesal nonton acara ini.. klo ke Jogja/Magelang wajib bgt!!! Nonton","4,0
/5",2 Jan 2024
Legenda Roro Jonggrang Prambanan,Farida Nurochmah Dwiarini,Bagus dan menyengangka,"4,0
/5",17 Jul 2023
Legenda Roro Jonggrang Prambanan,RN,"Bagus, namun terlalu singkat","4,0
/5",10 Sep 2022
Legenda Roro Jonggrang Prambanan,Djonny Tambunan,Bagus karena di modernisasi,"4,0
/5",22 Jan 2022
Legenda Roro Jonggrang Prambanan,RP,Baguss sekali untuk ditonton,"3,0
/5",4 Jan 2024
Legenda Roro Jonggrang Prambanan,Regina Yolanda Sukoco,Kurang tradisional karena dicampur kontemporere dan dance kpop Harusnya yg dijual konsep tradisional yg di pertahankan,"3,0
/5",20 Aug 2023
Legenda Roro Jonggrang Prambanan,Shabrina Kartika Hafiana,Oke ajasih. Tapi bagusan yang rama shinta.,"3,0
/5",22 Jun 2023
Legenda Roro Jonggrang Prambanan,Agung Prasetyo,Saya kira di outdoor ternyata di indoor,"3,0
/5",4 Nov 2021
Legenda Roro Jonggrang Prambanan,PW,"Bisa bisanyaa tempat duduk kami diambil, ada kecurangan menurut saya di sana. Saya sampai ternyata ada tiket double. Benar2.. tidak rekomendasi.","1,0
/5",4 Jan 2025
Tiket Masuk Candi Prambanan,Moh Sulaiman,"Mantap penukaran barcode tiket.com gak ngantri jadi cepet gak capek,ketimbang beli langsung di loket ,yang ngantri nyaa super panjang","5,0
/5",9 Apr 2025
Tiket Masuk Candi Prambanan,CECEP ANJAS SETIAWAN,"Prambanan keren, anak-anak pada happy","5,0
/5",9 Apr 2025
Tiket Masuk Candi Prambanan,Navisa dini arti,Cocok buat keluarga dan menikmanti indahnya prambanan,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Lutfiah Yuliandini A,Keren keren keren keren keren keren keren,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Desi Sukmawati,Pas penukaran tiket tidak antri sama sekali,"5,0
/5",7 Apr 2025
Tiket Masuk Candi Prambanan,Fina Oktavia Manurung,"Petunjuk arah sangat jelas, juga area candi sangat bersih.","5,0
/5",6 Apr 2025
Tiket Masuk Candi Prambanan,HH,Cepat penukaran nya dan efisien,"5,0
/5",6 Apr 2025
Tiket Masuk Candi Prambanan,RA,Sangat memudahkan jika memesan disini,"5,0
/5",6 Apr 2025
Tiket Masuk Candi Prambanan,RK,Seru banget d prambanan. Puas banget keliling2 sekitaran candi,"5,0
/5",6 Apr 2025
Tiket Masuk Candi Prambanan,Mochamad Nur Hidayat,"Beli tiket 2 bayarnya cuma 1 , karena ada tiketpoint jadi dipotong deh harganya 👌","5,0
/5",6 Apr 2025
Tiket Masuk Candi Prambanan,Christyani Marchelina Sinaga,Prambanan keren. Fasilitasnya juga okaylahg,"5,0
/5",5 Apr 2025
Tiket Masuk Candi Prambanan,JS,Masih menjadi favorit utk berkunjung dan untuk moment berfoto,"5,0
/5",4 Apr 2025
Tiket Masuk Candi Prambanan,Yoan Christine,Oke. Hanya agak lama waktu tukar tiket karena ga muncul di komputer kasirnya. Semoga bs diperbaiki kedepannya,"5,0
/5",3 Apr 2025
Tiket Masuk Candi Prambanan,DK,"Bagus, review ny mungkin sperti yg lain","5,0
/5",2 Apr 2025
Tiket Masuk Candi Prambanan,Diny Megawaty Meray,Keindagan yang sangat luar biasa,"5,0
/5",1 Apr 2025
Tiket Masuk Candi Prambanan,Stella Angelica L Gaol,"Edukatif, cocok untuk liburan keluarga sambil wisata sejarah dan budaya","5,0
/5",26 Mar 2025
Tiket Masuk Candi Prambanan,tina tina,Perjalanan yang tidak akan pernah terlupakan. So happy and amazing temple...,"5,0
/5",25 Mar 2025
Tiket Masuk Candi Prambanan,Theresia Shinta,Penukaran tiket di loket mudah dan asiknya dapat promo tiket kalo beli di Tiket.com,"5,0
/5",19 Mar 2025
Tiket Masuk Candi Prambanan,ZF,"Bulan lalu, saya berkesempatan mengunjungi salah satu situs bersejarah yang sangat terkenal di Indonesia, yakni Candi Prambanan, yang terletak di daerah Sleman, Yogyakarta. Candi ini merupakan komplek...","5,0
/5",17 Mar 2025
Tiket Masuk Candi Prambanan,irwin workspace,"Gak ribet, gak perlu antri.","5,0
/5",15 Mar 2025
Tiket Masuk Candi Prambanan,AF,Niceee bagus recmnd bgt,"5,0
/5",14 Mar 2025
Tiket Masuk Candi Prambanan,Habib Erie Maulana,"good holidays , i like a trip & kuliner","5,0
/5",11 Mar 2025
Tiket Masuk Candi Prambanan,FF,"Sayangnya tidak bisa uplod foto lebih dari 3mb, padahal sy ingin cerita mengenai foto tsb. Sayang sekali","5,0
/5",10 Mar 2025
Tiket Masuk Candi Prambanan,MP,"first time kesini ternyata seluas itu, ada tour guide buat yg mau tau sejarah tentang candi prambanan.","5,0
/5",9 Mar 2025
Tiket Masuk Candi Prambanan,DP,Mantep sekali cumanpanas banget cuacanya,"5,0
/5",6 Mar 2025
Tiket Masuk Candi Prambanan,Desanti Perdani,"Bagusss, kereen. Pemandangannya indah, mengenalkan anak2 pada budaya dan history negara kita","5,0
/5",5 Mar 2025
Tiket Masuk Candi Prambanan,Muhammad Iqbal,"Bagussss, praktisss dan pelayanan ny juga ramaahhh","5,0
/5",4 Mar 2025
Tiket Masuk Candi Prambanan,Clarissa Sarira Rantetasak,suka banget dgn oelayanan ya,"5,0
/5",3 Mar 2025
